1
2
5
7
7
9
13
18
23
29
39
52
65
73
89
122
156
191
213
212
234
270
305
344
355
353
362
373
365
326
288
292
288
272
262
249
228
200
176
160
144
117
85
77
69
61
63
66
56
47
41
37
31
24
18
13
13
14
16
16
14
15
16
12
6
3
1
